IoC,Type
a7184bef39523bef32683ef7af440a5b2235e83e7fb83c6b7ee5f08286731892,FileHash3
ecd3c834148d12af878fd1decd27bbbe2b532b5b48787bad1bde7497f98c2cc8,FileHash3
segy.cc,Domain
segy.shop,Domain
segy.xyz,Domain
segy2.cc,Domain
loginmicr0sft0nlineeckaf.52632651246148569845521065.cc,Domain
o3loginrnicrosoftlogcu02re.1uypagr.com,Domain
