IoC,Type
CVE-2025-10294,Vuln
CVE-2025-11499,Vuln
CVE-2025-11833,Vuln
CVE-2025-12595,Vuln
CVE-2025-12596,Vuln
CVE-2025-54106,Vuln
CVE-2025-54897,Vuln
CVE-2025-55234,Vuln
CVE-2025-59230,Vuln
CVE-2025-59295,Vuln
28a741e9fcd57bd607255d3a4690c82f,FileHash1
61b1fc6ab327e6d3ff5fd3e82b430315,FileHash1
a13c3d863e8e2bd7596bac5d41581f6a,FileHash1
5041ba11830755fe8a42be8dda04193907112d22,FileHash2
7627198013bb3d722a71a38dcf2cb4e2826ccda8,FileHash2
b9833d9b8fe9dd6aa8f6059a660d2a20537f18de,FileHash2
825d4a6a9cb3524c7473fb7dbe2253eb6c082d4bb5f82d5e82424d1c1b6f5d65,FileHash3
c687fe537b1e39cf9ecea5e9a9c217550836e6669912b0374d7fe6afcf694f87,FileHash3
e6fff1964bf12c46a8c300932ee5cb8d6931482ddf476221e7b11383b5ff2253,FileHash3
shopsleta.ru,Domain
ezc5510min.temp.swtest.ru,Domain
