IoC,Type
signindat.com,Domain
2f4b5a0d98bc4e5616f2dd04337ae674,FileHash1
45a2228e44257169210cc5dc06e12a6c,FileHash1
de2df0905ece1a1e7f0a70adf36c75deb06b4e4b,FileHash2
f8a3f28ecbd0b08ecab73ef571f16c3d0bd5e009,FileHash2
53f1da8a032115aa682749a114f4cfebcb5ef933400a89b4bbfa84f2057222ff,FileHash3
b7ca8fd9ebe0a76f16deea315fac7ee94dcb18e6ac2832b5c4cb562fbc6e0ed3,FileHash3
c380268d493e0cba914ce2bc55faa1d7c050c599893c3196fee01fa745e6466a,FileHash3
ced4407f4ac7e43c1a3010a394d111d2ad1b50a2e95668b4e9cfe739235e67bd,FileHash3
ec68666e8f0a3b9870d7177bab684c8dcfb8ca0bc7c8c484a71b2b33ea4e26f4,FileHash3
ff5dbdcf6d7ae5d97b6f3ef412df0b977ba4a844c45b30ca78c0eeb2653d69a8,FileHash3
