IoC,Type
access-terms.com,Domain
acess-terms.com,Domain
desk-okta.com,Domain
help-okta.com,Domain
lock-okta.com,Domain
okta.domains,Domain
okta.guide,Domain
prod-okta.com,Domain
safe-okta.com,Domain
setup-okta.com,Domain
sso-verify.com,Domain
